# IdentifierStatus.txt
# Date: 2025-08-01, 18:11:48 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Security Mechanisms for UTS #39
# Version: 17.0.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr39
#
# Format
#
# Field 0: code point
# Field 1: Identifier_Status value
#          See the "Identifier_Status and Identifier_Type" table of UTS #39:
#          https://www.unicode.org/reports/tr39/#Identifier_Status_and_Type

#
# For the purpose of regular expressions, the property Identifier_Status is defined as
# an enumerated property of code points.
# The short name of Identifier_Status is ID_Status.
# The possible values are:
#   Allowed, Restricted
# The short name of each value is the same as its long name.

# All code points not explicitly listed for Identifier_Status
# have the value Restricted.

# @missing: 0000..10FFFF; Restricted


#	Identifier_Status:	Allowed

7A3B..7A63    ; Allowed    # 1.1   [41] CJK UNIFIED IDEOGRAPH-7A3B..CJK UNIFIED IDEOGRAPH-7A63
7A65..7A69    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-7A65..CJK UNIFIED IDEOGRAPH-7A69
7A6B..7A6E    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7A6B..CJK UNIFIED IDEOGRAPH-7A6E
7A70..7A81    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-7A70..CJK UNIFIED IDEOGRAPH-7A81
7A83..7A99    ; Allowed    # 1.1   [23] CJK UNIFIED IDEOGRAPH-7A83..CJK UNIFIED IDEOGRAPH-7A99
7A9C..7AB8    ; Allowed    # 1.1   [29] CJK UNIFIED IDEOGRAPH-7A9C..CJK UNIFIED IDEOGRAPH-7AB8
7ABA          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7ABA
7ABE..7AC1    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7ABE..CJK UNIFIED IDEOGRAPH-7AC1
7AC3..7AC5    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7AC3..CJK UNIFIED IDEOGRAPH-7AC5
7AC7..7AE8    ; Allowed    # 1.1   [34] CJK UNIFIED IDEOGRAPH-7AC7..CJK UNIFIED IDEOGRAPH-7AE8
7AEA..7AF4    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7AEA..CJK UNIFIED IDEOGRAPH-7AF4
7AF6..7AFB    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-7AF6..CJK UNIFIED IDEOGRAPH-7AFB
7AFD..7B06    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-7AFD..CJK UNIFIED IDEOGRAPH-7B06
7B08..7B1E    ; Allowed    # 1.1   [23] CJK UNIFIED IDEOGRAPH-7B08..CJK UNIFIED IDEOGRAPH-7B1E
7B20..7B26    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-7B20..CJK UNIFIED IDEOGRAPH-7B26
7B28          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7B28
7B2A..7B41    ; Allowed    # 1.1   [24] CJK UNIFIED IDEOGRAPH-7B2A..CJK UNIFIED IDEOGRAPH-7B41
7B43..7B52    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-7B43..CJK UNIFIED IDEOGRAPH-7B52
7B54..7BA2    ; Allowed    # 1.1   [79] CJK UNIFIED IDEOGRAPH-7B54..CJK UNIFIED IDEOGRAPH-7BA2
7BA4          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7BA4
7BA6..7BAF    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-7BA6..CJK UNIFIED IDEOGRAPH-7BAF
7BB1          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7BB1
7BB3..7BF9    ; Allowed    # 1.1   [71] CJK UNIFIED IDEOGRAPH-7BB3..CJK UNIFIED IDEOGRAPH-7BF9
7BFB..7C1A    ; Allowed    # 1.1   [32] CJK UNIFIED IDEOGRAPH-7BFB..CJK UNIFIED IDEOGRAPH-7C1A
7C1C..7C2D    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-7C1C..CJK UNIFIED IDEOGRAPH-7C2D
7C30..7C51    ; Allowed    # 1.1   [34] CJK UNIFIED IDEOGRAPH-7C30..CJK UNIFIED IDEOGRAPH-7C51
7C53..7C54    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-7C53..CJK UNIFIED IDEOGRAPH-7C54
7C56..7C5C    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-7C56..CJK UNIFIED IDEOGRAPH-7C5C
7C5E..7C75    ; Allowed    # 1.1   [24] CJK UNIFIED IDEOGRAPH-7C5E..CJK UNIFIED IDEOGRAPH-7C75
7C77..7C86    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-7C77..CJK UNIFIED IDEOGRAPH-7C86
7C88..7C92    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7C88..CJK UNIFIED IDEOGRAPH-7C92
7C94..7C99    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-7C94..CJK UNIFIED IDEOGRAPH-7C99
7C9B..7CAB    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-7C9B..CJK UNIFIED IDEOGRAPH-7CAB
7CAD..7CD2    ; Allowed    # 1.1   [38] CJK UNIFIED IDEOGRAPH-7CAD..CJK UNIFIED IDEOGRAPH-7CD2
7CD4..7CD9    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-7CD4..CJK UNIFIED IDEOGRAPH-7CD9
7CDC..7CE0    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-7CDC..CJK UNIFIED IDEOGRAPH-7CE0
7CE2          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7CE2
7CE4          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7CE4
7CE7..7CFB    ; Allowed    # 1.1   [21] CJK UNIFIED IDEOGRAPH-7CE7..CJK UNIFIED IDEOGRAPH-7CFB
7CFD..7CFE    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-7CFD..CJK UNIFIED IDEOGRAPH-7CFE
7D00..7D22    ; Allowed    # 1.1   [35] CJK UNIFIED IDEOGRAPH-7D00..CJK UNIFIED IDEOGRAPH-7D22
7D24..7D29    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-7D24..CJK UNIFIED IDEOGRAPH-7D29
7D2B..7D2C    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-7D2B..CJK UNIFIED IDEOGRAPH-7D2C
7D2E..7D47    ; Allowed    # 1.1   [26] CJK UNIFIED IDEOGRAPH-7D2E..CJK UNIFIED IDEOGRAPH-7D47
7D49..7D4C    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7D49..CJK UNIFIED IDEOGRAPH-7D4C
7D4E..7D59    ; Allowed    # 1.1   [12] CJK UNIFIED IDEOGRAPH-7D4E..CJK UNIFIED IDEOGRAPH-7D59
7D5B..7D63    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-7D5B..CJK UNIFIED IDEOGRAPH-7D63
7D65..7D77    ; Allowed    # 1.1   [19] CJK UNIFIED IDEOGRAPH-7D65..CJK UNIFIED IDEOGRAPH-7D77
7D79..7D81    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-7D79..CJK UNIFIED IDEOGRAPH-7D81
7D83..7D94    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-7D83..CJK UNIFIED IDEOGRAPH-7D94
7D96..7D97    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-7D96..CJK UNIFIED IDEOGRAPH-7D97
7D99..7DA3    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7D99..CJK UNIFIED IDEOGRAPH-7DA3
7DA5..7DA7    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-7DA5..CJK UNIFIED IDEOGRAPH-7DA7
7DA9..7DCC    ; Allowed    # 1.1   [36] CJK UNIFIED IDEOGRAPH-7DA9..CJK UNIFIED IDEOGRAPH-7DCC
7DCE..7DD2    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-7DCE..CJK UNIFIED IDEOGRAPH-7DD2
7DD4..7DE4    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-7DD4..CJK UNIFIED IDEOGRAPH-7DE4
7DE6..7DEA    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-7DE6..CJK UNIFIED IDEOGRAPH-7DEA
7DEC..7DFC    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-7DEC..CJK UNIFIED IDEOGRAPH-7DFC
7E00..7E17    ; Allowed    # 1.1   [24] CJK UNIFIED IDEOGRAPH-7E00..CJK UNIFIED IDEOGRAPH-7E17
7E19..7E5A    ; Allowed    # 1.1   [66] CJK UNIFIED IDEOGRAPH-7E19..CJK UNIFIED IDEOGRAPH-7E5A
7E5C..7E63    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-7E5C..CJK UNIFIED IDEOGRAPH-7E63
7E65..7E9C    ; Allowed    # 1.1   [56] CJK UNIFIED IDEOGRAPH-7E65..CJK UNIFIED IDEOGRAPH-7E9C
7E9E..7F3A    ; Allowed    # 1.1  [157] CJK UNIFIED IDEOGRAPH-7E9E..CJK UNIFIED IDEOGRAPH-7F3A
7F3D..7F40    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7F3D..CJK UNIFIED IDEOGRAPH-7F40
7F42..7F45    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-7F42..CJK UNIFIED IDEOGRAPH-7F45
7F47..7F58    ; Allowed    # 1.1   [18] CJK UNIFIED IDEOGRAPH-7F47..CJK UNIFIED IDEOGRAPH-7F58
7F5A..7F83    ; Allowed    # 1.1   [42] CJK UNIFIED IDEOGRAPH-7F5A..CJK UNIFIED IDEOGRAPH-7F83
7F85..7F8F    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-7F85..CJK UNIFIED IDEOGRAPH-7F8F
7F91..7F96    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-7F91..CJK UNIFIED IDEOGRAPH-7F96
7F98          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-7F98
7F9A..7FB3    ; Allowed    # 1.1   [26] CJK UNIFIED IDEOGRAPH-7F9A..CJK UNIFIED IDEOGRAPH-7FB3
7FB5..7FD5    ; Allowed    # 1.1   [33] CJK UNIFIED IDEOGRAPH-7FB5..CJK UNIFIED IDEOGRAPH-7FD5
7FD7..7FDC    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-7FD7..CJK UNIFIED IDEOGRAPH-7FDC
7FDE..7FE3    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-7FDE..CJK UNIFIED IDEOGRAPH-7FE3
7FE5..8009    ; Allowed    # 1.1   [37] CJK UNIFIED IDEOGRAPH-7FE5..CJK UNIFIED IDEOGRAPH-8009
800B..802E    ; Allowed    # 1.1   [36] CJK UNIFIED IDEOGRAPH-800B..CJK UNIFIED IDEOGRAPH-802E
8030..803B    ; Allowed    # 1.1   [12] CJK UNIFIED IDEOGRAPH-8030..CJK UNIFIED IDEOGRAPH-803B
803D..803F    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-803D..CJK UNIFIED IDEOGRAPH-803F
8041..8065    ; Allowed    # 1.1   [37] CJK UNIFIED IDEOGRAPH-8041..CJK UNIFIED IDEOGRAPH-8065
8067..8087    ; Allowed    # 1.1   [33] CJK UNIFIED IDEOGRAPH-8067..CJK UNIFIED IDEOGRAPH-8087
8089..808D    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-8089..CJK UNIFIED IDEOGRAPH-808D
808F..8093    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-808F..CJK UNIFIED IDEOGRAPH-8093
8095..80A5    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-8095..CJK UNIFIED IDEOGRAPH-80A5
80A9..80B2    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-80A9..CJK UNIFIED IDEOGRAPH-80B2
80B4..80B8    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-80B4..CJK UNIFIED IDEOGRAPH-80B8
80BA..80DE    ; Allowed    # 1.1   [37] CJK UNIFIED IDEOGRAPH-80BA..CJK UNIFIED IDEOGRAPH-80DE
80E0..8102    ; Allowed    # 1.1   [35] CJK UNIFIED IDEOGRAPH-80E0..CJK UNIFIED IDEOGRAPH-8102
8105..8133    ; Allowed    # 1.1   [47] CJK UNIFIED IDEOGRAPH-8105..CJK UNIFIED IDEOGRAPH-8133
8136..8183    ; Allowed    # 1.1   [78] CJK UNIFIED IDEOGRAPH-8136..CJK UNIFIED IDEOGRAPH-8183
8185..818F    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-8185..CJK UNIFIED IDEOGRAPH-818F
8191..8195    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-8191..CJK UNIFIED IDEOGRAPH-8195
8197..81CA    ; Allowed    # 1.1   [52] CJK UNIFIED IDEOGRAPH-8197..CJK UNIFIED IDEOGRAPH-81CA
81CC..81E3    ; Allowed    # 1.1   [24] CJK UNIFIED IDEOGRAPH-81CC..CJK UNIFIED IDEOGRAPH-81E3
81E5..81EE    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-81E5..CJK UNIFIED IDEOGRAPH-81EE
81F1..8212    ; Allowed    # 1.1   [34] CJK UNIFIED IDEOGRAPH-81F1..CJK UNIFIED IDEOGRAPH-8212
8214..8223    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-8214..CJK UNIFIED IDEOGRAPH-8223
8225..8240    ; Allowed    # 1.1   [28] CJK UNIFIED IDEOGRAPH-8225..CJK UNIFIED IDEOGRAPH-8240
8242..8264    ; Allowed    # 1.1   [35] CJK UNIFIED IDEOGRAPH-8242..CJK UNIFIED IDEOGRAPH-8264
8266..828B    ; Allowed    # 1.1   [38] CJK UNIFIED IDEOGRAPH-8266..CJK UNIFIED IDEOGRAPH-828B
828D..82B1    ; Allowed    # 1.1   [37] CJK UNIFIED IDEOGRAPH-828D..CJK UNIFIED IDEOGRAPH-82B1
82B3..82E1    ; Allowed    # 1.1   [47] CJK UNIFIED IDEOGRAPH-82B3..CJK UNIFIED IDEOGRAPH-82E1
82E3..82FB    ; Allowed    # 1.1   [25] CJK UNIFIED IDEOGRAPH-82E3..CJK UNIFIED IDEOGRAPH-82FB
82FD..8309    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-82FD..CJK UNIFIED IDEOGRAPH-8309
830B..830F    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-830B..CJK UNIFIED IDEOGRAPH-830F
8311..832F    ; Allowed    # 1.1   [31] CJK UNIFIED IDEOGRAPH-8311..CJK UNIFIED IDEOGRAPH-832F
8331..8354    ; Allowed    # 1.1   [36] CJK UNIFIED IDEOGRAPH-8331..CJK UNIFIED IDEOGRAPH-8354
8356..83BD    ; Allowed    # 1.1  [104] CJK UNIFIED IDEOGRAPH-8356..CJK UNIFIED IDEOGRAPH-83BD
83BF..83E5    ; Allowed    # 1.1   [39] CJK UNIFIED IDEOGRAPH-83BF..CJK UNIFIED IDEOGRAPH-83E5
83E7..83EC    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-83E7..CJK UNIFIED IDEOGRAPH-83EC
83EE..8413    ; Allowed    # 1.1   [38] CJK UNIFIED IDEOGRAPH-83EE..CJK UNIFIED IDEOGRAPH-8413
8415          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-8415
8418..841E    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-8418..CJK UNIFIED IDEOGRAPH-841E
8420..8457    ; Allowed    # 1.1   [56] CJK UNIFIED IDEOGRAPH-8420..CJK UNIFIED IDEOGRAPH-8457
8459..8482    ; Allowed    # 1.1   [42] CJK UNIFIED IDEOGRAPH-8459..CJK UNIFIED IDEOGRAPH-8482
8484..8494    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-8484..CJK UNIFIED IDEOGRAPH-8494
8496..84B6    ; Allowed    # 1.1   [33] CJK UNIFIED IDEOGRAPH-8496..CJK UNIFIED IDEOGRAPH-84B6
84B8..84C2    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-84B8..CJK UNIFIED IDEOGRAPH-84C2
84C4..84EC    ; Allowed    # 1.1   [41] CJK UNIFIED IDEOGRAPH-84C4..CJK UNIFIED IDEOGRAPH-84EC
84EE..8504    ; Allowed    # 1.1   [23] CJK UNIFIED IDEOGRAPH-84EE..CJK UNIFIED IDEOGRAPH-8504
8506..850F    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-8506..CJK UNIFIED IDEOGRAPH-850F
8511..8531    ; Allowed    # 1.1   [33] CJK UNIFIED IDEOGRAPH-8511..CJK UNIFIED IDEOGRAPH-8531
8534..854B    ; Allowed    # 1.1   [24] CJK UNIFIED IDEOGRAPH-8534..CJK UNIFIED IDEOGRAPH-854B
854D..854F    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-854D..CJK UNIFIED IDEOGRAPH-854F
8551..857E    ; Allowed    # 1.1   [46] CJK UNIFIED IDEOGRAPH-8551..CJK UNIFIED IDEOGRAPH-857E
8580..8592    ; Allowed    # 1.1   [19] CJK UNIFIED IDEOGRAPH-8580..CJK UNIFIED IDEOGRAPH-8592
8594..85B1    ; Allowed    # 1.1   [30] CJK UNIFIED IDEOGRAPH-8594..CJK UNIFIED IDEOGRAPH-85B1
85B3..85BA    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-85B3..CJK UNIFIED IDEOGRAPH-85BA
85BC..85CB    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-85BC..CJK UNIFIED IDEOGRAPH-85CB
85CD..85ED    ; Allowed    # 1.1   [33] CJK UNIFIED IDEOGRAPH-85CD..CJK UNIFIED IDEOGRAPH-85ED
85EF..85F2    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-85EF..CJK UNIFIED IDEOGRAPH-85F2
85F4..85FB    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-85F4..CJK UNIFIED IDEOGRAPH-85FB
85FD..8602    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-85FD..CJK UNIFIED IDEOGRAPH-8602
8604..860C    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-8604..CJK UNIFIED IDEOGRAPH-860C
860F          ; Allowed    # 1.1        CJK UNIFIED IDEOGRAPH-860F
8611..8614    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-8611..CJK UNIFIED IDEOGRAPH-8614
8616..861C    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-8616..CJK UNIFIED IDEOGRAPH-861C
861E..8636    ; Allowed    # 1.1   [25] CJK UNIFIED IDEOGRAPH-861E..CJK UNIFIED IDEOGRAPH-8636
8638..8656    ; Allowed    # 1.1   [31] CJK UNIFIED IDEOGRAPH-8638..CJK UNIFIED IDEOGRAPH-8656
8658..8674    ; Allowed    # 1.1   [29] CJK UNIFIED IDEOGRAPH-8658..CJK UNIFIED IDEOGRAPH-8674
8676..8688    ; Allowed    # 1.1   [19] CJK UNIFIED IDEOGRAPH-8676..CJK UNIFIED IDEOGRAPH-8688
868A..8691    ; Allowed    # 1.1    [8] CJK UNIFIED IDEOGRAPH-868A..CJK UNIFIED IDEOGRAPH-8691
8693..869F    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-8693..CJK UNIFIED IDEOGRAPH-869F
86A1..86A5    ; Allowed    # 1.1    [5] CJK UNIFIED IDEOGRAPH-86A1..CJK UNIFIED IDEOGRAPH-86A5
86A7..86D4    ; Allowed    # 1.1   [46] CJK UNIFIED IDEOGRAPH-86A7..CJK UNIFIED IDEOGRAPH-86D4
86D6..86DF    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-86D6..CJK UNIFIED IDEOGRAPH-86DF
86E1..86E6    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-86E1..CJK UNIFIED IDEOGRAPH-86E6
86E8..86FC    ; Allowed    # 1.1   [21] CJK UNIFIED IDEOGRAPH-86E8..CJK UNIFIED IDEOGRAPH-86FC
86FE..871C    ; Allowed    # 1.1   [31] CJK UNIFIED IDEOGRAPH-86FE..CJK UNIFIED IDEOGRAPH-871C
871E..872E    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-871E..CJK UNIFIED IDEOGRAPH-872E
8730..873C    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-8730..CJK UNIFIED IDEOGRAPH-873C
873E..8744    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-873E..CJK UNIFIED IDEOGRAPH-8744
8746..8770    ; Allowed    # 1.1   [43] CJK UNIFIED IDEOGRAPH-8746..CJK UNIFIED IDEOGRAPH-8770
8772..878D    ; Allowed    # 1.1   [28] CJK UNIFIED IDEOGRAPH-8772..CJK UNIFIED IDEOGRAPH-878D
878F..8798    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-878F..CJK UNIFIED IDEOGRAPH-8798
879A..87D9    ; Allowed    # 1.1   [64] CJK UNIFIED IDEOGRAPH-879A..CJK UNIFIED IDEOGRAPH-87D9
87DB..87EF    ; Allowed    # 1.1   [21] CJK UNIFIED IDEOGRAPH-87DB..CJK UNIFIED IDEOGRAPH-87EF
87F1..8806    ; Allowed    # 1.1   [22] CJK UNIFIED IDEOGRAPH-87F1..CJK UNIFIED IDEOGRAPH-8806
8808..8811    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-8808..CJK UNIFIED IDEOGRAPH-8811
8813..882C    ; Allowed    # 1.1   [26] CJK UNIFIED IDEOGRAPH-8813..CJK UNIFIED IDEOGRAPH-882C
882E..8839    ; Allowed    # 1.1   [12] CJK UNIFIED IDEOGRAPH-882E..CJK UNIFIED IDEOGRAPH-8839
883B..8846    ; Allowed    # 1.1   [12] CJK UNIFIED IDEOGRAPH-883B..CJK UNIFIED IDEOGRAPH-8846
8848..8857    ; Allowed    # 1.1   [16] CJK UNIFIED IDEOGRAPH-8848..CJK UNIFIED IDEOGRAPH-8857
8859..885B    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-8859..CJK UNIFIED IDEOGRAPH-885B
885D..885E    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-885D..CJK UNIFIED IDEOGRAPH-885E
8860..8879    ; Allowed    # 1.1   [26] CJK UNIFIED IDEOGRAPH-8860..CJK UNIFIED IDEOGRAPH-8879
887B..88E5    ; Allowed    # 1.1  [107] CJK UNIFIED IDEOGRAPH-887B..CJK UNIFIED IDEOGRAPH-88E5
88E7..88E8    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-88E7..CJK UNIFIED IDEOGRAPH-88E8
88EA..88EC    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-88EA..CJK UNIFIED IDEOGRAPH-88EC
88EE..8902    ; Allowed    # 1.1   [21] CJK UNIFIED IDEOGRAPH-88EE..CJK UNIFIED IDEOGRAPH-8902
8904..890E    ; Allowed    # 1.1   [11] CJK UNIFIED IDEOGRAPH-8904..CJK UNIFIED IDEOGRAPH-890E
8910..8923    ; Allowed    # 1.1   [20] CJK UNIFIED IDEOGRAPH-8910..CJK UNIFIED IDEOGRAPH-8923
8925..8964    ; Allowed    # 1.1   [64] CJK UNIFIED IDEOGRAPH-8925..CJK UNIFIED IDEOGRAPH-8964
8966..8974    ; Allowed    # 1.1   [15] CJK UNIFIED IDEOGRAPH-8966..CJK UNIFIED IDEOGRAPH-8974
8976..897C    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-8976..CJK UNIFIED IDEOGRAPH-897C
897E..898C    ; Allowed    # 1.1   [15] CJK UNIFIED IDEOGRAPH-897E..CJK UNIFIED IDEOGRAPH-898C
898E..898F    ; Allowed    # 1.1    [2] CJK UNIFIED IDEOGRAPH-898E..CJK UNIFIED IDEOGRAPH-898F
8991..8993    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-8991..CJK UNIFIED IDEOGRAPH-8993
8995..8998    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-8995..CJK UNIFIED IDEOGRAPH-8998
899A..89AF    ; Allowed    # 1.1   [22] CJK UNIFIED IDEOGRAPH-899A..CJK UNIFIED IDEOGRAPH-89AF
89B1..89B3    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-89B1..CJK UNIFIED IDEOGRAPH-89B3
89B5..89BA    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-89B5..CJK UNIFIED IDEOGRAPH-89BA
89BD..89ED    ; Allowed    # 1.1   [49] CJK UNIFIED IDEOGRAPH-89BD..CJK UNIFIED IDEOGRAPH-89ED
89EF..89F4    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-89EF..CJK UNIFIED IDEOGRAPH-89F4
89F6..89F8    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-89F6..CJK UNIFIED IDEOGRAPH-89F8
89FA..89FC    ; Allowed    # 1.1    [3] CJK UNIFIED IDEOGRAPH-89FA..CJK UNIFIED IDEOGRAPH-89FC
89FE..8A04    ; Allowed    # 1.1    [7] CJK UNIFIED IDEOGRAPH-89FE..CJK UNIFIED IDEOGRAPH-8A04
8A07..8A13    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-8A07..CJK UNIFIED IDEOGRAPH-8A13
8A15..8A18    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-8A15..CJK UNIFIED IDEOGRAPH-8A18
8A1A..8A1F    ; Allowed    # 1.1    [6] CJK UNIFIED IDEOGRAPH-8A1A..CJK UNIFIED IDEOGRAPH-8A1F
8A22..8A2A    ; Allowed    # 1.1    [9] CJK UNIFIED IDEOGRAPH-8A22..CJK UNIFIED IDEOGRAPH-8A2A
8A2C..8A3C    ; Allowed    # 1.1   [17] CJK UNIFIED IDEOGRAPH-8A2C..CJK UNIFIED IDEOGRAPH-8A3C
8A3E..8A4A    ; Allowed    # 1.1   [13] CJK UNIFIED IDEOGRAPH-8A3E..CJK UNIFIED IDEOGRAPH-8A4A
8A4C..8A63    ; Allowed    # 1.1   [24] CJK UNIFIED IDEOGRAPH-8A4C..CJK UNIFIED IDEOGRAPH-8A63
8A65..8A77    ; Allowed    # 1.1   [19] CJK UNIFIED IDEOGRAPH-8A65..CJK UNIFIED IDEOGRAPH-8A77
8A79..8A7C    ; Allowed    # 1.1    [4] CJK UNIFIED IDEOGRAPH-8A79..CJK UNIFIED IDEOGRAPH-8A7C
8A7E..8A87    ; Allowed    # 1.1   [10] CJK UNIFIED IDEOGRAPH-8A7E..CJK UNIFIED IDEOGRAPH-8A87
8A89..8A9E    ; Allowed    # 1.1   [22] CJK UNIFIED IDEOGRAPH-8A89..CJK UNIFIED IDEOGRAPH-8A9E
8AA0..8AAE    ; Allowed    # 1.1   [15] CJK UNIFIED IDEOGRAPH-8AA0..CJK UNIFIED IDEOGRAPH-8AAE
